,Junc 10,Junc 11,Junc 12,Junc 13,Junc 21,Junc 22,Junc 23,Junc 31,Junc 32
479,122.77,113.83,114.35,112.67,102.54,107.76,109.94,41.89,56.42
480,128.59,120.45,118.35,119.99,118.94,120.07,122.05,117.15,112.09
481,121.63,112.53,116.96,118.14,115.3,117.53,119.64,113.75,109.01
482,120.43,111.18,112.89,111.04,90.44,104.89,107.17,90.05,87.12
483,129.96,122.01,120.53,121.8,120.21,121.71,123.67,117.88,112.76
484,127.54,119.26,117.02,118.67,117.66,118.76,120.74,115.86,110.79
485,123.62,114.8,116.95,115.35,91.82,108.83,111.21,91.79,90.29
486,125.32,116.74,116.98,116.25,106.01,111.79,114.03,36.01,58.45
487,120.97,111.79,111.92,108.48,101.22,99.69,102.04,97.46,91.16
488,127.54,119.26,117.02,118.67,117.66,118.76,120.74,115.86,110.79
489,130.28,122.37,121.4,122.23,120.13,121.88,123.82,117.13,111.89
490,124.34,115.62,116.2,115.48,103.81,111.78,113.96,102.76,98.54
491,127.54,119.26,117.02,118.67,117.66,118.76,120.74,115.86,110.79
492,122.59,113.63,114.57,113.47,98.97,108.98,111.18,98.19,94.27
493,115.26,112.71,115.93,116.85,114.05,116.21,118.27,111.86,106.93
494,123.8,115.01,114.84,113.58,107.14,109.52,111.69,82.28,17.35
495,129.25,121.2,119.63,120.91,119.35,120.82,122.78,117.01,111.89
496,129.25,121.2,119.63,120.91,119.35,120.82,122.78,117.01,111.89
497,114.47,112.79,116.43,117.69,115.05,117.22,119.31,113.5,108.74
498,130.28,122.37,121.4,122.23,120.13,121.88,123.82,117.13,111.89
499,124.95,116.31,116.37,115.76,106.16,111.57,113.81,40.83,61.09
500,128.59,120.45,118.35,119.99,118.94,120.07,122.05,117.15,112.09
501,123.39,114.54,114.86,110.87,102.35,98.22,101.06,99.21,91.66
502,129.96,122.01,120.53,121.8,120.21,121.71,123.67,117.88,112.76
503,124.65,115.97,115.88,115.18,107.28,111.54,113.72,58.94,69.82
504,125.85,117.34,114.88,116.54,115.6,116.64,118.62,113.79,108.7
505,125.03,116.4,116.59,116.46,105.73,113.32,115.51,105.15,101.08
506,129.96,122.01,120.53,121.8,120.21,121.71,123.67,117.88,112.76
507,129.25,121.2,119.63,120.91,119.35,120.82,122.78,117.01,111.89
508,123.87,115.09,114.41,110.03,108.2,107.59,100.42,105.38,99.56
509,130.28,122.37,121.4,122.23,120.13,121.88,123.82,117.13,111.89
510,117.48,107.82,109.59,107.09,85.99,100.41,102.66,85.13,81.71
511,123.25,114.37,114.78,113.26,103.85,108.69,110.87,48.48,60.75
512,127.54,119.26,117.02,118.67,117.66,118.76,120.74,115.86,110.79
513,123.8,115.01,114.84,113.58,107.14,109.52,111.69,82.28,17.35
514,129.25,121.2,119.63,120.91,119.35,120.82,122.78,117.01,111.89
515,124.13,115.38,115.77,114.57,104.34,109.86,112.08,38.8,57.3
516,129.96,122.01,120.53,121.8,120.21,121.71,123.67,117.88,112.76
